"Trends","","","","","","","",""
"Levels of activity (More detailed - 7 categories)","","","","","","","",""
"Local Authority and County Council","","","","","","","",""
"Inactive: Nothing","","","","","","","",""
"","Nov 15-16","Nov 16-17","Nov 17-18","Nov 18-19","Nov 19-20","Nov 20-21","Nov 21-22","Nov 22-23"
"Waverley LA","9.5%","10.5%","9.3%","6.8%","10.3%","11.7%","9.5%","9.8%"
"Wealden LA","10.9%","10.7%","12.9%","14.5%","10.4%","13.5%","13.2%","11.3%"
"Welwyn Hatfield LA","13.8%","12.1%","12.3%","14.3%","13.3%","18.7%","13.0%","14.5%"
"West Berkshire  LA","10.5%","10.2%","11.8%","12.2%","9.6%","12.4%","11.1%","12.7%"
"West Devon LA","12.6%","12.2%","13.1%","10.3%","13.9%","10.8%","11.1%","11.3%"
"West Lancashire LA","14.5%","16.8%","14.3%","18.6%","18.4%","18.9%","15.3%","17.7%"
"West Lindsey LA","15.9%","12.4%","14.5%","20.3%","18.9%","13.9%","19.8%","13.1%"
"West Northamptonshire LA","15.0%","15.6%","17.0%","14.3%","16.3%","21.3%","18.0%","20.0%"
"West Oxfordshire LA","9.5%","11.0%","11.9%","10.4%","14.6%","9.2%","11.9%","13.1%"
"West Suffolk LA","17.3%","12.1%","16.2%","11.1%","18.8%","17.4%","12.7%","17.5%"
"Westminster LA","14.8%","9.7%","10.0%","8.0%","18.7%","13.1%","10.9%","16.5%"
"Westmorland and Furness LA","13.8%","13.6%","13.9%","11.8%","14.8%","15.0%","13.0%","15.3%"
"Wigan LA","19.9%","19.4%","17.9%","16.8%","24.0%","19.6%","17.0%","17.3%"
"Wiltshire LA","9.8%","12.0%","13.0%","10.6%","12.4%","13.7%","13.8%","10.8%"
"Winchester LA","10.6%","5.6%","7.8%","7.2%","11.0%","10.6%","10.6%","7.6%"
"Windsor and Maidenhead  LA","7.6%","10.5%","10.4%","9.6%","14.9%","15.4%","7.5%","14.1%"
"Wirral LA","14.2%","11.9%","17.0%","13.5%","16.0%","16.7%","16.4%","14.7%"
"Woking LA","8.1%","11.3%","12.3%","11.5%","15.9%","10.6%","11.0%","10.9%"
"Wokingham  LA","8.9%","10.2%","8.1%","6.7%","10.3%","9.7%","11.2%","10.6%"
"Wolverhampton LA","19.1%","23.7%","24.0%","19.5%","25.5%","24.5%","24.7%","24.5%"
"Worcester LA","11.7%","11.2%","15.5%","11.0%","18.2%","18.5%","14.2%","15.2%"
"Worthing LA","10.5%","9.4%","10.2%","12.5%","13.0%","13.6%","10.3%","13.9%"
"Wychavon LA","12.6%","13.5%","14.7%","9.6%","13.8%","13.6%","13.7%","14.9%"
"Wyre Forest LA","14.5%","16.0%","17.0%","12.4%","18.2%","19.3%","16.9%","17.1%"
"Wyre LA","19.3%","16.1%","15.8%","15.3%","18.7%","21.8%","14.2%","18.7%"
"York  LA","8.7%","7.6%","7.8%","9.4%","13.6%","13.7%","9.5%","10.6%"
"Cambridgeshire CC","11.8%","10.9%","12.5%","12.3%","13.1%","11.9%","12.6%","12.4%"
"Cumbria CC","14.3%","12.7%","14.9%","12.6%","15.3%","15.3%","15.7%","-"
"Derbyshire CC","14.7%","14.1%","14.6%","14.1%","15.4%","16.0%","16.1%","16.6%"
"Devon CC","12.1%","10.3%","11.3%","10.5%","13.1%","12.6%","12.8%","12.4%"
"East Sussex CC","13.2%","14.1%","15.2%","13.6%","14.2%","14.8%","12.5%","13.5%"
"Essex CC","13.7%","13.3%","14.2%","12.1%","15.6%","16.2%","14.6%","15.3%"
"Gloucestershire CC","13.3%","11.3%","12.7%","11.6%","14.1%","14.2%","14.1%","13.0%"
"Hampshire CC","13.1%","10.8%","11.6%","11.8%","13.1%","13.0%","11.5%","12.6%"
"Hertfordshire CC","11.3%","11.7%","12.1%","10.5%","14.4%","15.1%","12.4%","12.4%"
"Kent CC","13.2%","11.8%","12.7%","12.9%","16.3%","16.4%","14.2%","15.0%"
"Lancashire CC","15.1%","15.5%","15.7%","14.9%","17.7%","18.3%","16.6%","17.2%"
"Leicestershire CC","13.2%","15.0%","15.6%","13.3%","15.4%","15.1%","14.8%","15.0%"
"Lincolnshire CC","14.4%","15.8%","17.7%","16.4%","18.6%","18.8%","19.1%","17.0%"
"Norfolk CC","14.6%","13.4%","14.0%","12.8%","17.6%","15.3%","15.4%","16.8%"
"North Yorkshire CC","12.5%","12.2%","12.6%","12.2%","14.7%","14.5%","12.5%","-"
"Nottinghamshire CC","14.4%","15.5%","14.6%","15.4%","16.3%","16.6%","15.8%","15.5%"
"Oxfordshire CC","9.7%","10.8%","9.1%","8.4%","12.6%","10.7%","11.1%","11.2%"
"Somerset CC","14.6%","13.7%","14.5%","12.8%","14.0%","15.4%","13.0%","-"
"Staffordshire CC","16.7%","17.4%","16.1%","15.9%","18.1%","17.6%","17.9%","16.8%"
"Suffolk CC","13.9%","12.3%","15.3%","12.9%","16.3%","16.8%","12.5%","14.8%"
"Surrey CC","11.6%","10.4%","10.4%","10.3%","13.7%","11.8%","10.9%","11.0%"
"Warwickshire CC","13.5%","15.5%","14.4%","16.0%","16.4%","14.3%","15.0%","16.2%"
"West Sussex CC","10.5%","11.0%","11.1%","11.5%","14.8%","11.7%","13.3%","13.2%"
"Worcestershire CC","13.6%","14.2%","15.3%","11.5%","16.4%","16.7%","15.7%","15.0%"
